Data Provided By MyFoodData.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Click ""File"" then ""Download as"" or ""Select All and Copy Paste"" to get the data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you have a google account click ""File"" then ""Make a Copy"" to edit your own copy of the data. All serving sizes are 100 grams.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,name,Food Group,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)","Vitamin A, RAE (mcg)",Vitamin C (mg),Vitamin B-12 (mcg),Vitamin D (mcg),Vitamin E (Alpha-Tocopherol) (mg),Added Sugar (g),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,Trans Fatty Acids (g),Soluble Fiber (g),Insoluble Fiber (g),Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Total sugar alcohols (g),"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)",Manganese (mg),"Selenium, Se (mcg)","Fluoride, F (mcg)",Molybdenum (mcg),Chlorine (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Pantothenic acid (B5) (mg),Vitamin B6 (mg),Biotin (B7) (mcg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Folate DFE (mcg),Choline (mg),Betaine (mg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),Vitamin D2 (ergocalciferol) (mcg),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (IU) (IU),Vitamin K (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)","18:3 n-3 c,c,c (ALA) (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Tryptophan (mg),Threonine (mg),Isoleucine (mg),Leucine (mg),Lysine (mg),Methionine (mg),Cystine (mg),Phenylalanine (mg),Tyrosine (mg),Valine (mg),Arginine (mg),Histidine (mg),Alanine (mg),Aspartic acid (mg),Glutamic acid (mg),Glycine (mg),Proline (mg),Serine (mg),Hydroxyproline (mg),Alcohol (g),Caffeine (mg),Theobromine (mg),Serving Weight 1 (g),Serving Description 1 (g),Serving Weight 2 (g),Serving Description 2 (g),Serving Weight 3 (g),Serving Description 3 (g),Serving Weight 4 (g),Serving Description 4 (g),Serving Weight 5 (g),Serving Description 5 (g),Serving Weight 6 (g),Serving Description 6 (g),Serving Weight 7 (g),Serving Description 7 (g),Serving Weight 8 (g),Serving Description 8 (g),Serving Weight 9 (g),Serving Description 9 (g),200 Calorie Weight (g)
167904,Broiled Pork Tenderloin,Meats,201,8.11,29.86,0,NULL,0,94,2.93,5,1.39,444,35,7,2,1,0.98,NULL,NULL,NULL,0,61.09,20,650,15.008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,290,64,2.89,0.067,0.012,47.7,NULL,NULL,NULL,0.968,0.378,5.054,0.899,0.515,NULL,6,0,6,6,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3340,740,NULL,NULL,NULL,NULL,376,1358,1390,2389,2680,786,379,1190,1034,1616,1866,1182,1744,2760,4648,1463,1224,1233,NULL,NULL,NULL,NULL,85,3 oz,76,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)",NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,99.502
167905,Pork Fresh Loin Tenderloin Separable Lean And Fat Cooked Roasted,Meats,147,3.96,26.04,0,0,0,73,1.358,6,1.15,419,29,1,0,0,0.57,0.3,0.08,NULL,0,69.11,16,495,12.883,0.038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,265,57,2.41,0.111,0.013,38,NULL,NULL,NULL,0.944,0.385,7.402,1.008,0.735,NULL,0,0,0,0,88.5,4.3,0,0,0,0,0,NULL,0.3,10,0,0,NULL,1521,569,16,0,0,0,274,1169,1281,2219,2415,717,300,1095,991,1361,1733,1125,1529,2548,4158,1173,1053,1126,67,0,0,0,85,3 oz,402,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,136.054
167906,Pork Fresh Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade) Separable Lean And Fat Cooked,Meats,235,13.66,26.07,0,0,0,83,4.703,20,0.93,345,24,7,2,0.1,0.68,0.9,0.12,NULL,0,59.43,29,1214,12.818,0.058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222,55,2.56,0.07,0.006,41.8,NULL,NULL,NULL,0.679,0.293,6.368,0.727,0.561,NULL,2,0,2,2,63.4,2.5,2,0,0,0,0,NULL,0.9,38,0,0,NULL,5758,1367,29,0,0,0,299,1179,1256,2164,2386,706,315,1072,955,1385,1685,1089,1525,2492,4126,1202,1051,1105,38,0,0,0,85,3 oz,261,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,85.106
167907,Pork Fresh Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade) Separable Lean Only Raw,Meats,144,5.88,21.23,0,NULL,0,60,2.03,17,0.88,384,23,7,2,0.6,0.66,NULL,NULL,NULL,0,72.23,20,510,9.207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209,54,1.99,0.065,0.012,32.4,NULL,NULL,NULL,0.98,0.272,4.825,0.789,0.51,NULL,5,0,5,5,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2660,630,NULL,NULL,NULL,NULL,270,970,994,1704,1909,562,271,848,740,1152,1320,848,1237,1969,3324,1008,853,877,NULL,NULL,NULL,NULL,28.4,1 oz,453.6,1 lb,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,138.889
167908,Pork Fresh Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade) Separable Lean Only Cooked,Meats,211,9.44,29.47,0,NULL,0,85,3.34,22,1.07,377,26,7,2,0.4,0.75,NULL,NULL,NULL,0,60.3,20,610,14.174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234,57,2.87,0.053,0.015,45.4,NULL,NULL,NULL,0.873,0.344,5.251,0.692,0.435,NULL,6,0,6,6,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4220,710,NULL,NULL,NULL,NULL,374,1346,1380,2364,2650,780,376,1176,1027,1599,1832,1177,1717,2733,4613,1399,1184,1217,NULL,NULL,NULL,NULL,85,3 oz,236,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,94.787
167909,Hormel Cure 81 Ham,Meats,106,3.59,18.43,0.21,0,NULL,51,1.17,4,0.8,319,20,0,NULL,1.6,NULL,NULL,NULL,NULL,0.21,74.25,20,340,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1038,2,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1750,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,1 serving,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,188.679
167910,Hormel Always Tender Pork Tenderloin Teriyaki-Flavored,Meats,119,3.07,18.2,4.63,3.33,NULL,46,1.05,7,1,536,22,0,NULL,2.7,NULL,NULL,NULL,NULL,4.63,71.9,30,560,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,413,1.5,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1260,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112,4 oz,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,168.067
167911,Hormel Canadian Style Bacon,Meats,122,4.94,16.88,1.87,1.43,NULL,49,1.83,6,0.9,279,19,0,NULL,1.4,NULL,NULL,NULL,NULL,1.87,72.95,40,590,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1016,1.8,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2490,620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,1 serving,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,163.934
167912,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean Only With Added Solution Cooked Pan-Broiled,Meats,169,5,28.95,0,0,0,75,1.797,10,0.63,517,28,0,0,0,0.52,NULL,0.23,NULL,0,64.49,19,583,14.25,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,320,209,2.02,0.063,0,37.7,NULL,NULL,NULL,0.631,0.188,10.323,0.786,0.489,NULL,1,0,1,1,98.7,2.4,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,2406,691,19,0,0,0,268,1139,1363,2288,2529,764,308,1128,974,1448,1805,1267,1596,2623,4264,1249,1082,1160,56,0,0,0,150,1 chop boneless,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,118.343
167913,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat With Added Solution Cooked Pan-Broiled,Meats,190,7.66,28.35,0,0,0,75,2.725,10,0.63,512,28,6,2,0,0.55,NULL,0.24,NULL,0,62.52,38,553,13.951,0.087,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,317,205,1.98,0.062,0,35.5,NULL,NULL,NULL,0.616,0.184,10.192,0.79,0.476,NULL,1,0,1,1,NULL,NULL,2,0,0,0,0,NULL,NULL,NULL,0,0,NULL,3500,664,NULL,0,0,0,259,1103,1321,2223,2455,738,301,1100,940,1416,1777,1241,1589,2564,4150,1337,1114,1138,119,0,0,0,150,1 chop boneless (yield from 189g raw meat),NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,105.263
167914,Pork Cured Bacon Cooked Baked,Meats,548,43.27,35.73,1.35,0,0,107,14.187,10,1.49,539,30,37,11,0,1.16,NULL,0.32,NULL,1.35,12.52,210,4287,23.938,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,2193,3.36,0.182,0.022,59,NULL,NULL,NULL,0.348,0.251,10.623,1.033,0.309,NULL,2,0,2,2,119.3,3.4,11,0,0,0,0,NULL,NULL,NULL,0.1,0,NULL,19065,4859,210,0,0,0,299,1399,1676,2782,2964,795,397,1417,1119,1901,2314,1343,2286,3362,5260,2508,1960,1359,628,0,0,0,8.1,1 slice cooked,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,36.496
167915,Pork Cured Ham -- Water Added Rump Bone-In Separable Lean Only Heated Roasted,Meats,121,3.56,21.41,0.87,0.84,0,62,1.254,8,0.71,250,18,37,11,0,0.36,NULL,0.2,NULL,0.87,70.92,11,341,13.741,0.032,NULL,NULL,0.75,0.04,0.05,0,0,0,NULL,NULL,246,1150,1.81,0.098,0.022,27.5,NULL,NULL,NULL,0.356,0.189,4.43,0.531,0.434,NULL,4,0,4,4,83.6,5,11,0,0,0,0,NULL,NULL,NULL,0,0,2.5,1610,387,11,0,0,0,201,958,967,1716,1809,512,240,857,695,1083,1370,933,1261,1868,3065,1118,919,838,139,0,0,0,85,1 serving (3 oz),2970,1 roast rump,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,165.289
167916,Pork Cured Ham -- Water Added Rump Bone-In Separable Lean Only Unheated,Meats,95,3.48,15.43,0.67,0.67,0,53,1.227,7,1.13,205,16,29,9,0,0.54,NULL,0.16,NULL,0.67,77.03,10,329,11.418,0.031,NULL,NULL,0.59,0.03,0.04,0,0,0,NULL,NULL,235,1170,1.37,0.091,0.022,28.8,NULL,NULL,NULL,0.235,0.213,5.32,0.377,0.265,NULL,3,0,3,3,63.8,3.8,9,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,1575,379,10,0,0,0,145,690,697,1236,1304,369,173,617,501,781,987,672,909,1346,2208,806,662,604,100,0,0,0,85,3 oz,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,210.526
167917,Pork Cured Ham -- Water Added Shank Bone-In Separable Lean Only Heated Roasted,Meats,128,4.43,20.92,1.2,0.91,0,65,1.402,9,1.56,241,18,37,11,0,0.6,NULL,0.28,NULL,1.2,69.97,15,577,12.567,0.028,NULL,NULL,0.7,0.15,0.06,0,0,0,NULL,NULL,216,1060,3.09,0.122,0.022,26.2,NULL,NULL,NULL,0.257,0.192,5.073,0.544,0.348,NULL,1,0,1,1,91.1,2.9,11,0,0,0,0,NULL,NULL,NULL,0,0,5.6,1911,641,15,0,0,0,196,936,945,1676,1768,501,235,837,679,1059,1339,911,1232,1825,2995,1093,898,819,136,0,0,0,85,1 serving (3 oz),3054,1 roast shank,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,156.25
167918,Pork Cured Ham -- Water Added Slice Bone-In Separable Lean Only Heated Pan-Broil,Meats,131,4.3,22.04,1.48,1.48,0,65,1.439,11,1.12,289,20,38,12,0,0.58,NULL,0.26,NULL,1.48,68.58,20,594,13.653,0.035,NULL,NULL,0.32,1.1,0.06,0,0,0,NULL,NULL,260,1374,2.29,0.118,0.022,30,NULL,NULL,NULL,0.384,0.182,5.436,0.726,0.461,NULL,2,0,2,2,90.2,5.5,12,0,0,0,0,NULL,NULL,NULL,0,0,3.4,1989,687,20,0,0,0,207,986,995,1766,1862,527,247,882,715,1115,1410,960,1298,1923,3154,1151,946,863,143,0,0,0,85,1 serving (3 oz),436,1 slice,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,152.672
167919,Pork Cured Ham With Natural Juices Rump Bone-In Separable Lean Only Heated Roasted,Meats,137,4.25,24.14,0.48,0.48,0,72,1.418,10,1.04,511,22,37,11,0,0.61,NULL,0.27,NULL,0.48,67.9,21,625,10.365,0.035,NULL,NULL,0.07,0.24,0.17,0,0,0,NULL,NULL,271,861,2.5,0.094,0.022,49.9,NULL,NULL,NULL,0.333,0.238,7.62,0.486,0.384,NULL,1,0,1,1,110.6,3,11,0,0,0,0,NULL,NULL,NULL,0,0,9.6,1995,711,21,0,0,0,227,1080,1090,1934,2039,577,271,966,783,1221,1545,1051,1422,2106,3455,1261,1036,945,156,0,0,0,85,1 serving (3 oz),2673,1 roast rump,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,145.985
167920,Pork Cured Ham With Natural Juices Shank Bone-In Separable Lean Only Heated Roasted,Meats,145,4.97,24.95,0.34,0.34,0,74,1.564,7,1.2,458,21,37,11,0,0.69,NULL,0.29,NULL,0.34,66.98,16,527,11.353,0.036,NULL,NULL,0.05,0.13,0.16,0,0,0,NULL,NULL,255,820,3.06,0.173,0.022,48.7,NULL,NULL,NULL,0.291,0.198,7.793,0.557,0.381,NULL,3,0,3,3,104.3,2.9,11,0,0,0,0,NULL,NULL,NULL,0,0,7.1,2380,600,16,0,0,0,234,1116,1126,1999,2108,597,280,998,810,1262,1597,1087,1470,2177,3571,1303,1071,977,162,0,0,0,85,1 serving (3 oz),3170,1 roast shank,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,137.931
167921,Pillsbury Grands Buttermilk Biscuits Refrigerated Dough,Baked Foods,293,11.34,6.16,42.41,4.6,1.5,0,4.07,23,2.34,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,40.91,36.12,NULL,NULL,NULL,0.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,1 biscuit,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,68.259
167922,Heinz Weight Watcher Chocolate Eclair Frozen,Baked Foods,241,6.9,4.4,40.3,16.8,2.1,47,1.4,48,0.7,NULL,NULL,75,NULL,0,NULL,NULL,NULL,NULL,38.2,47.3,NULL,NULL,NULL,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000,2900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,"1 eclair, frozen",NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,82.988
167923,Interstate Brands Corp Wonder Hamburger Rolls,Baked Foods,273,4.15,8.07,50.84,11.06,2.6,NULL,1.013,87,2.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48.24,34.2,212,1961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,848,2177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,1 serving,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,73.26
167924,Nabisco Nabisco Snackwells Fat Free Devils Food Cookie Cakes,Baked Foods,305,1.09,5,74.25,43.38,1.6,0,0.427,30,2.78,111,25,1,NULL,0.1,0.07,NULL,NULL,NULL,72.65,17.65,NULL,NULL,1.687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,174,0.46,0.168,NULL,1.7,NULL,NULL,NULL,0.087,0.171,1.345,0.057,0.021,NULL,19,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,246,196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,95,16,1 serving,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,65.574
167925,Crackers Cheese Sandwich-Type With Cheese Filling,Baked Foods,490,24.41,8.92,58.76,12.33,1.9,6,4.81,89,2.13,295,28,39,11,2.6,0.8,NULL,1.99,NULL,56.86,4.81,33,2293,6.909,NULL,NULL,NULL,3.09,0,0,7.74,1.49,0,44.53,NULL,288,878,0.57,0.242,0.497,10,NULL,NULL,NULL,0.508,0.457,3.478,0.855,0.114,NULL,82,66,16,128,27.5,NULL,11,2,0,0,9,NULL,NULL,NULL,20.5,64.3,NULL,14307,2327,NULL,0,0,0,110,330,357,638,386,151,155,350,249,381,292,175,298,518,2161,236,768,401,NULL,0,0,0,39,6 cracker 1 cracker = 6.5g,6.5,1 sandwich,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,40.816
167926,Pancakes Plain Frozen Ready-To-Heat Microwave (Includes Buttermilk),Baked Foods,239,4.73,5.88,43.33,7.06,2.5,NULL,0.855,72,1.64,122,16,719,216,NULL,NULL,NULL,0.38,NULL,40.83,43.8,38,925,11.9,NULL,NULL,NULL,0.16,3.13,2.74,0.85,0.18,0,33.56,NULL,350,566,0.44,0.035,0.141,7.4,NULL,NULL,NULL,0.363,0.335,3.345,0.177,0.278,NULL,54,45,9,86,28.1,NULL,216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.4,4.8,NULL,2453,965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,28.4,1 oz,38,1 pancake,144,1 serving (3 pancakes),NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,83.682
167927,Toaster Pastries Fruit Frosted (Include Apples Blueberry Cherry Strawberry),Baked Foods,385,9.02,4.01,71.83,31,1.8,0,3.091,12,4.35,86,11,672,202,0,0.01,0,0.74,NULL,70.03,14.04,358,3005,2.332,0.034,NULL,NULL,8.88,14.9,3.88,0.26,3.07,0,29.65,NULL,71,311,0.36,0.062,0.322,3.4,NULL,NULL,NULL,0.519,0.495,6.174,0.304,0.495,NULL,90,36,54,115,8.4,21,202,0,0,0,52,NULL,NULL,0,19.4,0,NULL,2186,3360,358,0,0,0,66,100,133,275,143,71,95,166,90,152,128,66,123,294,1425,152,323,228,0,0,0,0,53,1 piece,28.4,1 oz,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,51.948
167928,Toaster Pastries Fruit Toasted (Include Apple Blueberry Cherry Strawberry),Baked Foods,409,11.03,4.7,72.7,28.99,1,NULL,2.637,11,3.92,81,12,1563,467,0,NULL,NULL,0.9,NULL,71.7,10.46,73,1208,2.947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.2,NULL,76,354,0.38,0.068,0.332,5.1,NULL,NULL,NULL,0.365,0.415,5.25,0.34,0.465,NULL,48,40,8,76,9.2,NULL,467,3,3,3,NULL,NULL,NULL,NULL,6.6,NULL,NULL,6550,1281,73,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,1 pastry,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,48.9
167929,Muffin Blueberry Commercially Prepared Low-Fat,Baked Foods,255,4.22,4.23,50.05,27.05,4.2,28,1.549,35,2,96,10,39,10,0.9,0.16,0.1,0.39,NULL,45.85,39.94,15,1196,3.954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125,413,1.27,0.08,0.785,9.8,NULL,NULL,NULL,0.163,0.175,1.375,0.251,0.042,NULL,48,36,12,73,51.7,NULL,10,3,0,0,56,NULL,NULL,3,5.7,NULL,NULL,860,1363,NULL,8,0,5,48,151,185,319,201,92,99,197,109,213,192,92,171,283,967,139,327,235,NULL,0,0,0,71,1 muffin small,28.4,1 oz,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,78.431
167930,Pie Crust Refrigerated Regular Baked,Baked Foods,506,28.69,3.41,58.52,NULL,1.4,NULL,11.087,12,1.15,83,9,NULL,NULL,NULL,0,NULL,0.05,NULL,57.12,7.96,148,3562,1.451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.85,NULL,52,472,0.22,0.051,0.209,4.5,NULL,NULL,NULL,0.14,0.037,1.285,0.295,0.02,NULL,32,21,11,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4,0,4.5,11815,3756,148,NULL,NULL,NULL,35,66,120,220,70,50,66,145,70,145,110,60,99,163,1094,126,440,166,0,NULL,NULL,NULL,198,1 pie crust,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,39.526
167931,Pie Crust Deep Dish Frozen Baked Made With Enriched Flour,Baked Foods,521,31.84,6.1,52.47,NULL,2.3,NULL,8.862,23,2.47,103,17,NULL,NULL,NULL,0,NULL,1.39,NULL,50.17,8.26,130,3776,2.919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.67,NULL,77,393,0.52,0.089,0.533,5,NULL,NULL,NULL,0.263,0.13,2.867,0.403,0.04,NULL,94,72,22,144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.7,61.4,1,16459,3918,130,NULL,NULL,NULL,57,129,223,422,112,93,129,276,123,280,226,106,194,299,2062,230,799,305,0,NULL,NULL,NULL,202,1 pie crust (average weight),NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,38.388
167932,Pie Crust Refrigerated Regular Unbaked,Baked Foods,445,25.46,2.97,51.11,NULL,1.8,NULL,9.596,10,1.02,73,8,NULL,NULL,NULL,0,NULL,0.05,NULL,49.31,19.25,131,3120,1.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44.9,NULL,45,409,0.2,0.045,0.181,4,NULL,NULL,NULL,0.067,0.052,1.145,0.31,0.02,NULL,25,18,7,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,10206,3292,131,NULL,NULL,NULL,25,50,100,185,77,39,41,120,50,125,89,50,85,137,921,106,378,131,0,NULL,NULL,NULL,229,1 pie crust (average weight),NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,44.944
